T,h,L,inv_L,F_exact,Cv_exact,chi_exact,split
0.05000000074505806,0.10000000149011612,6,0.16666666666666666,-1.0025016069412231,-6.10351571594947e-06,0.5018869042396545,train
0.05000000074505806,0.13958333432674408,6,0.16666666666666666,-1.004876971244812,-9.15527380129788e-06,0.5036984086036682,train
0.05000000074505806,0.17916667461395264,6,0.16666666666666666,-1.0080413818359375,-7.62939453125e-06,0.5061425566673279,train
0.05000000074505806,0.21875,6,0.16666666666666666,-1.0119991302490234,-1.5258789289873675e-06,0.5092505812644958,train
0.05000000074505806,0.25833332538604736,6,0.16666666666666666,-1.0167548656463623,-1.5258789289873675e-06,0.5130640268325806,train
0.05000000074505806,0.2979166805744171,6,0.16666666666666666,-1.022314429283142,4.57763690064894e-06,0.5176384449005127,train
0.05000000074505806,0.3375000059604645,6,0.16666666666666666,-1.028685450553894,6.10351571594947e-06,0.523049533367157,train
0.05000000074505806,0.37708333134651184,6,0.16666666666666666,-1.0358760356903076,6.10351571594947e-06,0.5294049978256226,train
0.05000000074505806,0.4166666865348816,6,0.16666666666666666,-1.0438960790634155,7.62939453125e-06,0.5368620157241821,train
0.05000000074505806,0.45625001192092896,6,0.16666666666666666,-1.0527576208114624,1.220703143189894e-05,0.5456570982933044,train
0.05000000074505806,0.4958333373069763,6,0.16666666666666666,-1.062474250793457,1.3732910701946821e-05,0.5561498999595642,train
0.05000000074505806,0.5354166626930237,6,0.16666666666666666,-1.073062777519226,1.678466833254788e-05,0.5688808560371399,train
0.05000000074505806,0.5750000476837158,6,0.16666666666666666,-1.0845427513122559,1.52587890625e-05,0.5846459865570068,train
0.05000000074505806,0.6145833730697632,6,0.16666666666666666,-1.0969394445419312,1.678466833254788e-05,0.6045743823051453,train
0.05000000074505806,0.6541666984558105,6,0.16666666666666666,-1.1102842092514038,1.678466833254788e-05,0.6301789879798889,train
0.05000000074505806,0.6937500238418579,6,0.16666666666666666,-1.124617338180542,3.0517578125e-05,0.6633131504058838,train
0.05000000074505806,0.7333333492279053,6,0.16666666666666666,-1.1399908065795898,4.272460864740424e-05,0.7058889865875244,train
0.05000000074505806,0.7729166746139526,6,0.16666666666666666,-1.156471848487854,8.392333984375e-05,0.7591308355331421,train
0.05000000074505806,0.8125,6,0.16666666666666666,-1.1741437911987305,0.00015563964552711695,0.8220806121826172,train
0.05000000074505806,0.8199999928474426,6,0.16666666666666666,-1.1776340007781982,0.00017547607421875,0.8347609043121338,train
0.05000000074505806,0.8349999785423279,6,0.16666666666666666,-1.1847563982009888,0.00022125244140625,0.8604006767272949,train
0.05000000074505806,0.8500000238418579,6,0.16666666666666666,-1.1920725107192993,0.0002716064627747983,0.8859095573425293,train
0.05000000074505806,0.8520833253860474,6,0.16666666666666666,-1.1931041479110718,0.0002792358573060483,0.8894029855728149,train
0.05000000074505806,0.8649999499320984,6,0.16666666666666666,-1.1995877027511597,0.0003250122244935483,0.9105603694915771,train
0.05000000074505806,0.8799999952316284,6,0.16666666666666666,-1.2073078155517578,0.0003799438418354839,0.9334995150566101,train
0.05000000074505806,0.8916667103767395,6,0.16666666666666666,-1.2134573459625244,0.0004241943533997983,0.9495552778244019,train
0.05000000074505806,0.8949999809265137,6,0.16666666666666666,-1.2152378559112549,0.0004394531424622983,0.9537834525108337,train
0.05000000074505806,0.9099999666213989,6,0.16666666666666666,-1.223382592201233,0.0004928588750772178,0.9704293012619019,train
0.05000000074505806,0.9249999523162842,6,0.16666666666666666,-1.2317454814910889,0.0005279541364870965,0.9824904799461365,train
0.05000000074505806,0.9312500357627869,6,0.16666666666666666,-1.2352951765060425,0.0005508423200808465,0.985959529876709,train
0.05000000074505806,0.9399999380111694,6,0.16666666666666666,-1.2403292655944824,0.0005645751953125,0.9891356229782104,train
0.05000000074505806,0.9549999833106995,6,0.16666666666666666,-1.2491356134414673,0.0005859375232830644,0.9897323250770569,train
0.05000000074505806,0.9699999690055847,6,0.16666666666666666,-1.2581645250320435,0.0005950927734375,0.9839147329330444,train
0.05000000074505806,0.9708333611488342,6,0.16666666666666666,-1.2586725950241089,0.0005905151483602822,0.9834007620811462,train
0.05000000074505806,0.98499995470047,6,0.16666666666666666,-1.2674144506454468,0.0005828857538290322,0.9716280698776245,train
0.05000000074505806,1.0,6,0.16666666666666666,-1.2768832445144653,0.0005538940313272178,0.9531324505805969,train
0.05000000074505806,1.0104167461395264,6,0.16666666666666666,-1.2835851907730103,0.0005279541364870965,0.936917245388031,train
0.05000000074505806,1.0149999856948853,6,0.16666666666666666,-1.286566138267517,0.0005157470586709678,0.9289802312850952,train
0.05000000074505806,1.0299999713897705,6,0.16666666666666666,-1.2964580059051514,0.0004669189511332661,0.8999557495117188,train
0.05000000074505806,1.0449999570846558,6,0.16666666666666666,-1.3065522909164429,0.0004119873046875,0.8669964075088501,train
0.05000000074505806,1.0500000715255737,6,0.16666666666666666,-1.309960961341858,0.0003906250058207661,0.8553082942962646,train
0.05000000074505806,1.059999942779541,6,0.16666666666666666,-1.316841721534729,0.0003540039178915322,0.8311089277267456,train
0.05000000074505806,1.0749999284744263,6,0.16666666666666666,-1.3273178339004517,0.00030517578125,0.7932940721511841,train
0.05000000074505806,1.089583396911621,6,0.16666666666666666,-1.337674617767334,0.0002532959042582661,0.7555647492408752,train
0.05000000074505806,1.0899999141693115,6,0.16666666666666666,-1.33797287940979,0.0002532959042582661,0.7544810771942139,train
0.05000000074505806,1.1049998998641968,6,0.16666666666666666,-1.3487972021102905,0.00020446778216864914,0.7154845595359802,train
0.05000000074505806,1.119999885559082,6,0.16666666666666666,-1.3597828149795532,0.0001617431698832661,0.676982045173645,train
0.05000000074505806,1.1291667222976685,6,0.16666666666666666,-1.3665720224380493,0.00014038085646461695,0.6539296507835388,train
0.05000000074505806,1.1349999904632568,6,0.16666666666666666,-1.3709207773208618,0.00013427734666038305,0.6395058035850525,train
0.05000000074505806,1.149999976158142,6,0.16666666666666666,-1.3822025060653687,0.00010375976853538305,0.6034506559371948,train
0.05000000074505806,1.1649999618530273,6,0.16666666666666666,-1.3936201333999634,8.239746239269152e-05,0.5690876841545105,train
0.05000000074505806,1.1687500476837158,6,0.16666666666666666,-1.3964948654174805,8.544921729480848e-05,0.5607824325561523,train
0.05000000074505806,1.1799999475479126,6,0.16666666666666666,-1.405165672302246,7.324219041038305e-05,0.5365820527076721,train
0.05000000074505806,1.2083333730697632,6,0.16666666666666666,-1.4272983074188232,5.187988426769152e-05,0.4804844856262207,train
0.05000000074505806,1.2479166984558105,6,0.16666666666666666,-1.458856225013733,2.7465821403893642e-05,0.41347354650497437,train
0.05000000074505806,1.287500023841858,6,0.16666666666666666,-1.4910634756088257,2.7465821403893642e-05,0.3583303689956665,train
0.05000000074505806,1.3270833492279053,6,0.16666666666666666,-1.5238336324691772,3.0517578125e-05,0.31306934356689453,train
0.05000000074505806,1.3666666746139526,6,0.16666666666666666,-1.5570954084396362,2.7465821403893642e-05,0.27576613426208496,train
0.05000000074505806,1.40625,6,0.16666666666666666,-1.590790033340454,3.0517578125e-05,0.24478304386138916,train
0.05000000074505806,1.4458333253860474,6,0.16666666666666666,-1.624868631362915,6.10351571594947e-06,0.21880650520324707,train
0.05000000074505806,1.4854166507720947,6,0.16666666666666666,-1.6592906713485718,6.10351571594947e-06,0.19681280851364136,train
0.05000000074505806,1.5250000953674316,6,0.16666666666666666,-1.6940215826034546,6.10351571594947e-06,0.1780129075050354,train
0.05000000074505806,1.564583420753479,6,0.16666666666666666,-1.7290319204330444,-1.831054760259576e-05,0.16179817914962769,train
0.05000000074505806,1.6041667461395264,6,0.16666666666666666,-1.7642958164215088,-1.831054760259576e-05,0.14769822359085083,train
0.05000000074505806,1.6437500715255737,6,0.16666666666666666,-1.7997915744781494,-6.10351571594947e-06,0.13534659147262573,train
0.05000000074505806,1.683333396911621,6,0.16666666666666666,-1.8354994058609009,-1.52587890625e-05,0.1244545578956604,train
0.05000000074505806,1.7229167222976685,6,0.16666666666666666,-1.871402382850647,-1.220703143189894e-05,0.11479300260543823,train
0.05000000074505806,1.7625000476837158,6,0.16666666666666666,-1.9074852466583252,-1.831054760259576e-05,0.1061774492263794,train
0.05000000074505806,1.8020833730697632,6,0.16666666666666666,-1.9437347650527954,-1.220703143189894e-05,0.09845834970474243,train
0.05000000074505806,1.8416666984558105,6,0.16666666666666666,-1.9801386594772339,-1.220703143189894e-05,0.09151291847229004,train
0.05000000074505806,1.881250023841858,6,0.16666666666666666,-2.016686201095581,-6.10351571594947e-06,0.08524000644683838,train
0.05000000074505806,1.9208333492279053,6,0.16666666666666666,-2.0533671379089355,-3.356933666509576e-05,0.07955464720726013,train
0.05000000074505806,1.9604166746139526,6,0.16666666666666666,-2.090172529220581,-3.356933666509576e-05,0.07438522577285767,train
0.05000000074505806,2.0,6,0.16666666666666666,-2.1270949840545654,-3.662109520519152e-05,0.06967169046401978,train
0.06666667014360428,0.10000000149011612,6,0.16666666666666666,-1.0025016069412231,-4.069010628882097e-06,0.5018869042396545,train
0.06666667014360428,0.13958333432674408,6,0.16666666666666666,-1.0048768520355225,-4.069010628882097e-06,0.5036984086036682,train
0.06666667014360428,0.17916667461395264,6,0.16666666666666666,-1.0080413818359375,-7.120768714230508e-06,0.5061425566673279,train
0.06666667014360428,0.21875,6,0.16666666666666666,-1.0119990110397339,-0.0,0.5092505812644958,train
0.06666667014360428,0.25833332538604736,6,0.16666666666666666,-1.0167548656463623,-5.086263172415784e-06,0.5130640268325806,train
0.06666667014360428,0.2979166805744171,6,0.16666666666666666,-1.0223145484924316,-3.0517580853484105e-06,0.5176384449005127,train
0.06666667014360428,0.3375000059604645,6,0.16666666666666666,-1.028685450553894,-3.0517580853484105e-06,0.523049533367157,train
0.06666667014360428,0.37708333134651184,6,0.16666666666666666,-1.035875916481018,-1.0172526572205243e-06,0.5294049978256226,train
0.06666667014360428,0.4166666865348816,6,0.16666666666666666,-1.0438960790634155,-4.069010628882097e-06,0.5368619561195374,train
0.06666667014360428,0.45625001192092896,6,0.16666666666666666,-1.0527575016021729,-3.0517580853484105e-06,0.5456571578979492,train
0.06666667014360428,0.4958333373069763,6,0.16666666666666666,-1.062474250793457,-3.0517580853484105e-06,0.556150496006012,train
0.06666667014360428,0.5354166626930237,6,0.16666666666666666,-1.0730626583099365,1.3224284884927329e-05,0.5688832998275757,train
0.06666667014360428,0.5750000476837158,6,0.16666666666666666,-1.0845427513122559,2.3396811229758896e-05,0.5846515893936157,train
0.06666667014360428,0.6145833730697632,6,0.16666666666666666,-1.0969395637512207,6.408691842807457e-05,0.6045870184898376,train
0.06666667014360428,0.6541666984558105,6,0.16666666666666666,-1.1102842092514038,0.0001383463677484542,0.6302077174186707,train
0.06666667014360428,0.6937500238418579,6,0.16666666666666666,-1.1246174573898315,0.000274658203125,0.6633727550506592,train
0.06666667014360428,0.7333333492279053,6,0.16666666666666666,-1.1399911642074585,0.0005371093866415322,0.7059992551803589,train
0.06666667014360428,0.7729166746139526,6,0.16666666666666666,-1.1564725637435913,0.0009806315647438169,0.7593016028404236,train
0.06666667014360428,0.8125,6,0.16666666666666666,-1.1741451025009155,0.001643880270421505,0.8222789764404297,train
0.06666667014360428,0.8199999928474426,6,0.16666666666666666,-1.177635669708252,0.0017903646221384406,0.8349546194076538,train
0.06666667014360428,0.8349999785423279,6,0.16666666666666666,-1.1847583055496216,0.002107747597619891,0.8605709075927734,train
0.06666667014360428,0.8500000238418579,6,0.16666666666666666,-1.1920745372772217,0.002443440956994891,0.8860346078872681,train
0.06666667014360428,0.8520833253860474,6,0.16666666666666666,-1.1931064128875732,0.0024922690354287624,0.8895196914672852,train
0.06666667014360428,0.8649999499320984,6,0.16666666666666666,-1.1995900869369507,0.0027872722130268812,0.910616397857666,train
0.06666667014360428,0.8799999952316284,6,0.16666666666666666,-1.2073107957839966,0.003131103701889515,0.9334650635719299,train
0.06666667014360428,0.8916667103767395,6,0.16666666666666666,-1.2134605646133423,0.00337931327521801,0.9494389891624451,train
0.06666667014360428,0.8949999809265137,6,0.16666666666666666,-1.2152413129806519,0.003454589983448386,0.9536426663398743,train
0.06666667014360428,0.9099999666213989,6,0.16666666666666666,-1.2233861684799194,0.0037394207902252674,0.9701761603355408,train
0.06666667014360428,0.9249999523162842,6,0.16666666666666666,-1.231749415397644,0.003975423518568277,0.982132077217102,train
0.06666667014360428,0.9312500357627869,6,0.16666666666666666,-1.2352992296218872,0.0040527344681322575,0.9855624437332153,train
0.06666667014360428,0.9399999380111694,6,0.16666666666666666,-1.2403336763381958,0.0041483561508357525,0.9886928200721741,train
0.06666667014360428,0.9549999833106995,6,0.16666666666666666,-1.2491400241851807,0.00424804724752903,0.9892382621765137,train
0.06666667014360428,0.9699999690055847,6,0.16666666666666666,-1.2581689357757568,0.0042724609375,0.9834110736846924,train
0.06666667014360428,0.9708333611488342,6,0.16666666666666666,-1.2586771249771118,0.0042663575150072575,0.9828978180885315,train
0.06666667014360428,0.98499995470047,6,0.16666666666666666,-1.2674188613891602,0.0042012534104287624,0.9711570739746094,train
0.06666667014360428,1.0,6,0.16666666666666666,-1.2768874168395996,0.004071045201271772,0.9527318477630615,train
0.06666667014360428,1.0104167461395264,6,0.16666666666666666,-1.2835891246795654,0.003932698629796505,0.9365820288658142,train
0.06666667014360428,1.0149999856948853,6,0.16666666666666666,-1.2865700721740723,0.003851318499073386,0.9286772012710571,train
0.06666667014360428,1.0299999713897705,6,0.16666666666666666,-1.2964617013931274,0.00359293632209301,0.8997637033462524,train
0.06666667014360428,1.0449999570846558,6,0.16666666666666666,-1.3065555095672607,0.0032857260666787624,0.8669149279594421,train
0.06666667014360428,1.0500000715255737,6,0.16666666666666666,-1.3099639415740967,0.003175862831994891,0.855261504650116,train
0.06666667014360428,1.059999942779541,6,0.16666666666666666,-1.3168442249298096,0.00295206718146801,0.8311260342597961,train
0.06666667014360428,1.0749999284744263,6,0.16666666666666666,-1.3273204565048218,0.0026041667442768812,0.7933902740478516,train
0.06666667014360428,1.089583396911621,6,0.16666666666666666,-1.3376765251159668,0.0022725423332303762,0.7557157278060913,train
0.06666667014360428,1.0899999141693115,6,0.16666666666666666,-1.3379746675491333,0.0022664389107376337,0.7546333074569702,train
0.06666667014360428,1.1049998998641968,6,0.16666666666666666,-1.3487988710403442,0.0019429526291787624,0.7156700491905212,train
0.06666667014360428,1.119999885559082,6,0.16666666666666666,-1.3597841262817383,0.001635742257349193,0.6771807670593262,train
0.06666667014360428,1.1291667222976685,6,0.16666666666666666,-1.3665729761123657,0.001460774801671505,0.6541280150413513,train
0.06666667014360428,1.1349999904632568,6,0.16666666666666666,-1.3709217309951782,0.001361084054224193,0.6397016644477844,train
0.06666667014360428,1.149999976158142,6,0.16666666666666666,-1.382203459739685,0.0011189779033884406,0.6036331653594971,train
0.06666667014360428,1.1649999618530273,6,0.16666666666666666,-1.3936207294464111,0.0009094238630495965,0.5692500472068787,train
0.06666667014360428,1.1687500476837158,6,0.16666666666666666,-1.3964953422546387,0.0008544922457076609,0.5609390735626221,train
0.06666667014360428,1.1799999475479126,6,0.16666666666666666,-1.4051661491394043,0.0007263183942995965,0.5367209315299988,train
0.06666667014360428,1.2083333730697632,6,0.16666666666666666,-1.4272985458374023,0.0004699707205872983,0.48058074712753296,train
0.06666667014360428,1.2479166984558105,6,0.16666666666666666,-1.458856225013733,0.00024210613628383726,0.41352444887161255,train
0.06666667014360428,1.287500023841858,6,0.16666666666666666,-1.4910634756088257,0.0001241048303199932,0.3583539128303528,train
0.06666667014360428,1.3270833492279053,6,0.16666666666666666,-1.5238335132598877,5.900065298192203e-05,0.3130794167518616,train
0.06666667014360428,1.3666666746139526,6,0.16666666666666666,-1.5570954084396362,3.662109520519152e-05,0.27577006816864014,train
0.06666667014360428,1.40625,6,0.16666666666666666,-1.5907899141311646,2.6448569769854657e-05,0.2447841763496399,train
0.06666667014360428,1.4458333253860474,6,0.16666666666666666,-1.624868631362915,2.0345052689663135e-05,0.2188069224357605,train
0.06666667014360428,1.4854166507720947,6,0.16666666666666666,-1.6592906713485718,2.0345052689663135e-05,0.19681298732757568,train
0.06666667014360428,1.5250000953674316,6,0.16666666666666666,-1.6940217018127441,1.831054760259576e-05,0.17801296710968018,train
0.06666667014360428,1.564583420753479,6,0.16666666666666666,-1.7290318012237549,2.0345052689663135e-05,0.16179823875427246,train
0.06666667014360428,1.6041667461395264,6,0.16666666666666666,-1.7642958164215088,2.2379557776730508e-05,0.14769822359085083,train
0.06666667014360428,1.6437500715255737,6,0.16666666666666666,-1.7997914552688599,2.848307485692203e-05,0.13534659147262573,train
0.06666667014360428,1.683333396911621,6,0.16666666666666666,-1.8354991674423218,2.6448569769854657e-05,0.1244545578956604,train
0.06666667014360428,1.7229167222976685,6,0.16666666666666666,-1.871402382850647,2.848307485692203e-05,0.11479300260543823,train
0.06666667014360428,1.7625000476837158,6,0.16666666666666666,-1.9074852466583252,2.848307485692203e-05,0.1061774492263794,train
0.06666667014360428,1.8020833730697632,6,0.16666666666666666,-1.943734884262085,2.4414064682787284e-05,0.09845834970474243,train
0.06666667014360428,1.8416666984558105,6,0.16666666666666666,-1.9801386594772339,2.6448569769854657e-05,0.09151291847229004,train
0.06666667014360428,1.881250023841858,6,0.16666666666666666,-2.016685962677002,2.4414064682787284e-05,0.08524000644683838,train
0.06666667014360428,1.9208333492279053,6,0.16666666666666666,-2.0533668994903564,2.848307485692203e-05,0.07955464720726013,train
0.06666667014360428,1.9604166746139526,6,0.16666666666666666,-2.09017276763916,2.6448569769854657e-05,0.07438522577285767,train
0.06666667014360428,2.0,6,0.16666666666666666,-2.1270949840545654,3.0517578125e-05,0.06967169046401978,train
0.07968749850988388,0.10000000149011612,6,0.16666666666666666,-1.0025016069412231,-4.863738922722405e-06,0.5018869042396545,train
0.07968749850988388,0.13958333432674408,6,0.16666666666666666,-1.0048768520355225,-4.863738922722405e-06,0.5036984086036682,train
0.07968749850988388,0.17916667461395264,6,0.16666666666666666,-1.0080413818359375,-1.2159347306806012e-06,0.5061425566673279,train
0.07968749850988388,0.21875,6,0.16666666666666666,-1.011999249458313,-3.647804078354966e-06,0.5092506408691406,train
0.07968749850988388,0.25833332538604736,6,0.16666666666666666,-1.0167548656463623,-2.4318694613612024e-06,0.5130640864372253,train
0.07968749850988388,0.2979166805744171,6,0.16666666666666666,-1.022314429283142,-3.647804078354966e-06,0.5176384449005127,train
0.07968749850988388,0.3375000059604645,6,0.16666666666666666,-1.0286853313446045,-4.863738922722405e-06,0.5230497121810913,train
0.07968749850988388,0.37708333134651184,6,0.16666666666666666,-1.0358760356903076,-0.0,0.5294056534767151,train
0.07968749850988388,0.4166666865348816,6,0.16666666666666666,-1.043895959854126,4.863738922722405e-06,0.5368639826774597,train
0.07968749850988388,0.45625001192092896,6,0.16666666666666666,-1.0527575016021729,1.7023086911649443e-05,0.5456608533859253,train
0.07968749850988388,0.4958333373069763,6,0.16666666666666666,-1.062474250793457,3.769397517316975e-05,0.556158721446991,train
0.07968749850988388,0.5354166626930237,6,0.16666666666666666,-1.0730626583099365,8.389949653064832e-05,0.5689007043838501,train
0.07968749850988388,0.5750000476837158,6,0.16666666666666666,-1.0845428705215454,0.0001714467944111675,0.584689199924469,train
0.07968749850988388,0.6145833730697632,6,0.16666666666666666,-1.0969396829605103,0.0003453254757914692,0.6046648025512695,train
0.07968749850988388,0.6541666984558105,6,0.16666666666666666,-1.1102848052978516,0.0006541729089803994,0.6303551197052002,train
0.07968749850988388,0.6937500238418579,6,0.16666666666666666,-1.1246182918548584,0.001190400100313127,0.6636308431625366,train
0.07968749850988388,0.7333333492279053,6,0.16666666666666666,-1.1399929523468018,0.0020427703857421875,0.7064007520675659,train
0.07968749850988388,0.7729166746139526,6,0.16666666666666666,-1.1564757823944092,0.003306126454845071,0.7598241567611694,train
0.07968749850988388,0.8125,6,0.16666666666666666,-1.1741507053375244,0.0049829003401100636,0.8227760791778564,train
0.07968749850988388,0.8199999928474426,6,0.16666666666666666,-1.177641749382019,0.005336737725883722,0.8354170322418213,train
0.07968749850988388,0.8349999785423279,6,0.16666666666666666,-1.1847654581069946,0.006076025776565075,0.8609272241592407,train
0.07968749850988388,0.8500000238418579,6,0.16666666666666666,-1.1920832395553589,0.006831121165305376,0.8862332701683044,train
0.07968749850988388,0.8520833253860474,6,0.16666666666666666,-1.193114995956421,0.006940555293112993,0.889692485332489,train
0.07968749850988388,0.8649999499320984,6,0.16666666666666666,-1.1995998620986938,0.007582569029182196,0.9106073379516602,train
0.07968749850988388,0.8799999952316284,6,0.16666666666666666,-1.2073217630386353,0.008302402682602406,0.9332066178321838,train
0.07968749850988388,0.8916667103767395,6,0.16666666666666666,-1.213472604751587,0.008820390328764915,0.9489683508872986,train
0.07968749850988388,0.8949999809265137,6,0.16666666666666666,-1.215253472328186,0.008962654508650303,0.953109860420227,train
0.07968749850988388,0.9099999666213989,6,0.16666666666666666,-1.2233996391296387,0.009539008140563965,0.9693673849105835,train
0.07968749850988388,0.9249999523162842,6,0.16666666666666666,-1.2317637205123901,0.010013222694396973,0.9810737371444702,train
0.07968749850988388,0.9312500357627869,6,0.16666666666666666,-1.2353136539459229,0.010171294212341309,0.98441481590271,train
0.07968749850988388,0.9399999380111694,6,0.16666666666666666,-1.2403484582901,0.010353684425354004,0.9874398708343506,train
0.07968749850988388,0.9549999833106995,6,0.16666666666666666,-1.2491552829742432,0.010543369688093662,0.9878693222999573,train
0.07968749850988388,0.9699999690055847,6,0.16666666666666666,-1.2581843137741089,0.010579847730696201,0.9820197820663452,train
0.07968749850988388,0.9708333611488342,6,0.16666666666666666,-1.2586922645568848,0.010578632354736328,0.9815081357955933,train
0.07968749850988388,0.98499995470047,6,0.16666666666666666,-1.267434000968933,0.010464333929121494,0.9698402285575867,train
0.07968749850988388,1.0,6,0.16666666666666666,-1.2769019603729248,0.010184668935835361,0.9515761137008667,train
0.07968749850988388,1.0104167461395264,6,0.16666666666666666,-1.2836030721664429,0.009918379597365856,0.9355792999267578,train
0.07968749850988388,1.0149999856948853,6,0.16666666666666666,-1.2865839004516602,0.0097724674269557,0.927749514579773,train
0.07968749850988388,1.0299999713897705,6,0.16666666666666666,-1.2964744567871094,0.009242319501936436,0.8991036415100098,train
0.07968749850988388,1.0449999570846558,6,0.16666666666666666,-1.3065671920776367,0.00861368142068386,0.8665332794189453,train
0.07968749850988388,1.0500000715255737,6,0.16666666666666666,-1.309975266456604,0.008388733491301537,0.8549702763557434,train
0.07968749850988388,1.059999942779541,6,0.16666666666666666,-1.31685471534729,0.007920598611235619,0.8310075998306274,train
0.07968749850988388,1.0749999284744263,6,0.16666666666666666,-1.327329397201538,0.007186174392700195,0.7935000061988831,train
0.07968749850988388,1.089583396911621,6,0.16666666666666666,-1.3376843929290771,0.006450533866882324,0.7560023665428162,train
0.07968749850988388,1.0899999141693115,6,0.16666666666666666,-1.3379826545715332,0.006432294845581055,0.7549243569374084,train
0.07968749850988388,1.1049998998641968,6,0.16666666666666666,-1.348805546760559,0.005684494972229004,0.7160903811454773,train
0.07968749850988388,1.119999885559082,6,0.16666666666666666,-1.3597897291183472,0.004962229635566473,0.6776803731918335,train
0.07968749850988388,1.1291667222976685,6,0.16666666666666666,-1.3665779829025269,0.004543947987258434,0.654654324054718,train
0.07968749850988388,1.1349999904632568,6,0.16666666666666666,-1.3709262609481812,0.0042873858474195,0.6402366757392883,train
